class,xmin,ymin,xwidth,ywidth,filename,height,width,xmax,ymax
Mask,228,124,9,11,2495_jpg.rf.50487184603bd0e60221a084d6393222.jpg,300,300,237,135
Mask,255,225,19,22,2495_jpg.rf.50487184603bd0e60221a084d6393222.jpg,300,300,274,247
Mask,173,195,13,13,2495_jpg.rf.50487184603bd0e60221a084d6393222.jpg,300,300,186,208
Mask,134,173,10,8,2495_jpg.rf.50487184603bd0e60221a084d6393222.jpg,300,300,144,181
Mask,133,154,11,7,2495_jpg.rf.50487184603bd0e60221a084d6393222.jpg,300,300,144,161
Mask,159,157,9,13,2495_jpg.rf.50487184603bd0e60221a084d6393222.jpg,300,300,168,170
Mask,111,150,8,10,2495_jpg.rf.50487184603bd0e60221a084d6393222.jpg,300,300,119,160
Mask,73,173,9,13,2495_jpg.rf.50487184603bd0e60221a084d6393222.jpg,300,300,82,186
Mask,61,174,7,13,2495_jpg.rf.50487184603bd0e60221a084d6393222.jpg,300,300,68,187
Mask,3,209,16,17,2495_jpg.rf.50487184603bd0e60221a084d6393222.jpg,300,300,19,226
Mask,82,248,14,17,2495_jpg.rf.50487184603bd0e60221a084d6393222.jpg,300,300,96,265
None,226,137,13,20,2495_jpg.rf.50487184603bd0e60221a084d6393222.jpg,300,300,239,157
Mask,185,132,7,9,2495_jpg.rf.50487184603bd0e60221a084d6393222.jpg,300,300,192,141
None,137,117,10,15,2495_jpg.rf.50487184603bd0e60221a084d6393222.jpg,300,300,147,132
None,110,115,6,10,2495_jpg.rf.50487184603bd0e60221a084d6393222.jpg,300,300,116,125
Helmet,50,132,17,21,2495_jpg.rf.50487184603bd0e60221a084d6393222.jpg,300,300,67,153
Mask,70,135,8,10,2495_jpg.rf.50487184603bd0e60221a084d6393222.jpg,300,300,78,145
Mask,277,200,10,14,2495_jpg.rf.50487184603bd0e60221a084d6393222.jpg,300,300,287,214
Mask,4,102,6,6,2495_jpg.rf.50487184603bd0e60221a084d6393222.jpg,300,300,10,108
None,230,11,68,224,2496_jpg.rf.ee13f56067854ee06fdcc6fad653bf5e.jpg,300,300,298,235
Mask,143,120,65,135,2496_jpg.rf.ee13f56067854ee06fdcc6fad653bf5e.jpg,300,300,208,255
Mask,81,136,45,85,2496_jpg.rf.ee13f56067854ee06fdcc6fad653bf5e.jpg,300,300,126,221
Mask,17,123,60,111,2496_jpg.rf.ee13f56067854ee06fdcc6fad653bf5e.jpg,300,300,77,234
Mask,108,108,24,21,2500_jpg.rf.363cc761e72f86c772cb56cae8d577e9.jpg,300,300,132,129
Helmet,204,142,26,26,2500_jpg.rf.363cc761e72f86c772cb56cae8d577e9.jpg,300,300,230,168
None,125,3,57,134,2501_jpg.rf.9a454cd7059d00199ad6ffe95dbd748a.jpg,300,300,182,137
Mask,87,125,124,154,2502_jpg.rf.f67c18788756afe023258f4fa8ca334a.jpg,300,300,211,279
Mask,176,186,39,38,2505_jpg.rf.b5818eefa31fb7d24a33960949888505.jpg,300,300,215,224
Mask,165,183,16,29,2505_jpg.rf.b5818eefa31fb7d24a33960949888505.jpg,300,300,181,212
Mask,274,230,26,49,2505_jpg.rf.b5818eefa31fb7d24a33960949888505.jpg,300,300,300,279
Mask,19,256,36,40,2505_jpg.rf.b5818eefa31fb7d24a33960949888505.jpg,300,300,55,296
Mask,0,241,33,38,2505_jpg.rf.b5818eefa31fb7d24a33960949888505.jpg,300,300,33,279
Mask,6,161,22,14,2505_jpg.rf.b5818eefa31fb7d24a33960949888505.jpg,300,300,28,175
Mask,280,79,17,23,2506_jpg.rf.052b0475de0e50ba878f9df8c09d3ecc.jpg,300,300,297,102
Mask,206,92,10,9,2506_jpg.rf.052b0475de0e50ba878f9df8c09d3ecc.jpg,300,300,216,101
Mask,221,94,10,9,2506_jpg.rf.052b0475de0e50ba878f9df8c09d3ecc.jpg,300,300,231,103
Mask,41,80,22,23,2506_jpg.rf.052b0475de0e50ba878f9df8c09d3ecc.jpg,300,300,63,103
Mask,124,46,21,24,2506_jpg.rf.052b0475de0e50ba878f9df8c09d3ecc.jpg,300,300,145,70
Mask,117,59,18,35,2507_jpg.rf.cd0673b47ee709d369aa71cd76a5a155.jpg,300,300,135,94
Mask,135,32,16,17,2507_jpg.rf.cd0673b47ee709d369aa71cd76a5a155.jpg,300,300,151,49
Mask,160,90,17,30,2507_jpg.rf.cd0673b47ee709d369aa71cd76a5a155.jpg,300,300,177,120
None,164,216,38,84,2507_jpg.rf.cd0673b47ee709d369aa71cd76a5a155.jpg,300,300,202,300
None,38,51,17,40,2508_jpg.rf.4e2133cde85af2d68e2d4af278d08600.jpg,300,300,55,91
None,132,24,27,53,2508_jpg.rf.4e2133cde85af2d68e2d4af278d08600.jpg,300,300,159,77
Mask,55,117,16,15,2508_jpg.rf.4e2133cde85af2d68e2d4af278d08600.jpg,300,300,71,132
Mask,91,150,33,31,2511_jpg.rf.39316999489df115016476b8402a12c6.jpg,300,300,124,181
Mask,140,143,10,8,2511_jpg.rf.39316999489df115016476b8402a12c6.jpg,300,300,150,151
Mask,70,146,14,12,2511_jpg.rf.39316999489df115016476b8402a12c6.jpg,300,300,84,158
Mask,212,132,16,14,2511_jpg.rf.39316999489df115016476b8402a12c6.jpg,300,300,228,146
Mask,234,137,13,8,2511_jpg.rf.39316999489df115016476b8402a12c6.jpg,300,300,247,145
Mask,97,112,20,28,2513_jpg.rf.3b920e7fe93bd7959536e98eae97b8b3.jpg,300,300,117,140
None,203,104,11,31,2513_jpg.rf.3b920e7fe93bd7959536e98eae97b8b3.jpg,300,300,214,135
None,231,113,12,23,2513_jpg.rf.3b920e7fe93bd7959536e98eae97b8b3.jpg,300,300,243,136
None,263,119,11,17,2513_jpg.rf.3b920e7fe93bd7959536e98eae97b8b3.jpg,300,300,274,136
Mask,85,86,36,45,2515_jpg.rf.1f24c350a02f57cda3aa377adacf783d.jpg,300,300,121,131
None,138,46,26,45,2515_jpg.rf.1f24c350a02f57cda3aa377adacf783d.jpg,300,300,164,91
Mask,174,76,12,18,2515_jpg.rf.1f24c350a02f57cda3aa377adacf783d.jpg,300,300,186,94
None,187,38,15,34,2515_jpg.rf.1f24c350a02f57cda3aa377adacf783d.jpg,300,300,202,72
None,203,29,15,23,2515_jpg.rf.1f24c350a02f57cda3aa377adacf783d.jpg,300,300,218,52
None,226,27,13,18,2515_jpg.rf.1f24c350a02f57cda3aa377adacf783d.jpg,300,300,239,45
Mask,253,40,13,14,2515_jpg.rf.1f24c350a02f57cda3aa377adacf783d.jpg,300,300,266,54
Mask,30,114,20,45,2517_jpg.rf.45af841e93115f7090bcf340c6c4a91b.jpg,300,300,50,159
None,57,87,26,59,2517_jpg.rf.45af841e93115f7090bcf340c6c4a91b.jpg,300,300,83,146
None,86,92,22,46,2517_jpg.rf.45af841e93115f7090bcf340c6c4a91b.jpg,300,300,108,138
Mask,13,61,23,27,2520_jpg.rf.a6f9e16ba2b4f0d290f7d36865ca433e.jpg,300,300,36,88
Mask,40,29,21,21,2520_jpg.rf.a6f9e16ba2b4f0d290f7d36865ca433e.jpg,300,300,61,50
Mask,124,59,14,14,2520_jpg.rf.a6f9e16ba2b4f0d290f7d36865ca433e.jpg,300,300,138,73
Mask,142,77,18,14,2520_jpg.rf.a6f9e16ba2b4f0d290f7d36865ca433e.jpg,300,300,160,91
Mask,170,58,13,11,2520_jpg.rf.a6f9e16ba2b4f0d290f7d36865ca433e.jpg,300,300,183,69
Mask,183,89,16,16,2520_jpg.rf.a6f9e16ba2b4f0d290f7d36865ca433e.jpg,300,300,199,105
Mask,216,71,33,35,2520_jpg.rf.a6f9e16ba2b4f0d290f7d36865ca433e.jpg,300,300,249,106
None,182,53,58,133,2525_jpg.rf.d9f89cf18981b1c793a3fc7cff9c40db.jpg,300,300,240,186
None,73,86,54,145,2526_jpg.rf.4b3d8bdd0948236bde06b9dbe6e3916d.jpg,300,300,127,231
None,169,86,48,117,2526_jpg.rf.4b3d8bdd0948236bde06b9dbe6e3916d.jpg,300,300,217,203
Mask,281,66,15,16,2527_jpg.rf.472debee185f4912fe913a6d235cbaff.jpg,300,300,296,82
Mask,198,39,7,7,2527_jpg.rf.472debee185f4912fe913a6d235cbaff.jpg,300,300,205,46
Mask,86,73,7,7,2527_jpg.rf.472debee185f4912fe913a6d235cbaff.jpg,300,300,93,80
Mask,48,89,14,13,2527_jpg.rf.472debee185f4912fe913a6d235cbaff.jpg,300,300,62,102
Mask,18,143,10,20,2527_jpg.rf.472debee185f4912fe913a6d235cbaff.jpg,300,300,28,163
Mask,119,179,20,25,2527_jpg.rf.472debee185f4912fe913a6d235cbaff.jpg,300,300,139,204
Helmet,98,37,8,7,2527_jpg.rf.472debee185f4912fe913a6d235cbaff.jpg,300,300,106,44
Mask,78,205,22,56,2528_jpg.rf.f3d79a6d0820cbe87a33997517bbb220.jpg,300,300,100,261
Mask,243,76,20,17,2531_jpg.rf.8b5e308db2e949137db53b37f40a1c31.jpg,300,300,263,93
Mask,228,74,15,13,2531_jpg.rf.8b5e308db2e949137db53b37f40a1c31.jpg,300,300,243,87
Mask,205,101,21,22,2531_jpg.rf.8b5e308db2e949137db53b37f40a1c31.jpg,300,300,226,123
Mask,179,77,15,12,2531_jpg.rf.8b5e308db2e949137db53b37f40a1c31.jpg,300,300,194,89
Mask,165,95,21,21,2531_jpg.rf.8b5e308db2e949137db53b37f40a1c31.jpg,300,300,186,116
Mask,135,79,14,10,2531_jpg.rf.8b5e308db2e949137db53b37f40a1c31.jpg,300,300,149,89
Mask,138,104,18,13,2531_jpg.rf.8b5e308db2e949137db53b37f40a1c31.jpg,300,300,156,117
Mask,97,117,14,12,2531_jpg.rf.8b5e308db2e949137db53b37f40a1c31.jpg,300,300,111,129
Mask,63,87,13,13,2531_jpg.rf.8b5e308db2e949137db53b37f40a1c31.jpg,300,300,76,100
Mask,224,102,38,51,2533_jpg.rf.677c9f61259518da604d2d3b16ec583e.jpg,300,300,262,153
None,38,66,37,61,2533_jpg.rf.677c9f61259518da604d2d3b16ec583e.jpg,300,300,75,127
None,184,2,96,293,2534_jpg.rf.28f26b7b25ca607eb295a4970b4afbc4.jpg,300,300,280,295
Mask,119,38,23,57,2534_jpg.rf.28f26b7b25ca607eb295a4970b4afbc4.jpg,300,300,142,95
None,172,51,10,21,2535_jpg.rf.3477867057fd458f0596b9f5723ab4f1.jpg,300,300,182,72
Mask,272,79,10,10,2535_jpg.rf.3477867057fd458f0596b9f5723ab4f1.jpg,300,300,282,89
Mask,156,65,8,9,2535_jpg.rf.3477867057fd458f0596b9f5723ab4f1.jpg,300,300,164,74
None,123,44,15,25,2535_jpg.rf.3477867057fd458f0596b9f5723ab4f1.jpg,300,300,138,69
Mask,133,90,8,13,2535_jpg.rf.3477867057fd458f0596b9f5723ab4f1.jpg,300,300,141,103
Mask,99,83,11,9,2535_jpg.rf.3477867057fd458f0596b9f5723ab4f1.jpg,300,300,110,92
Mask,54,100,11,15,2535_jpg.rf.3477867057fd458f0596b9f5723ab4f1.jpg,300,300,65,115
Mask,64,93,8,11,2535_jpg.rf.3477867057fd458f0596b9f5723ab4f1.jpg,300,300,72,104
Mask,223,168,11,13,2539_jpg.rf.2e38c6ef2cf7f1a0e9570040cfb36cfd.jpg,300,300,234,181
Mask,197,176,14,14,2539_jpg.rf.2e38c6ef2cf7f1a0e9570040cfb36cfd.jpg,300,300,211,190
Mask,130,55,23,44,2539_jpg.rf.2e38c6ef2cf7f1a0e9570040cfb36cfd.jpg,300,300,153,99
Mask,247,168,10,12,2539_jpg.rf.2e38c6ef2cf7f1a0e9570040cfb36cfd.jpg,300,300,257,180
Mask,40,134,27,30,2542_jpg.rf.8ef4f2711e171de1174b07694377ad8c.jpg,300,300,67,164
Mask,185,74,12,12,2542_jpg.rf.8ef4f2711e171de1174b07694377ad8c.jpg,300,300,197,86
Mask,138,53,15,18,2542_jpg.rf.8ef4f2711e171de1174b07694377ad8c.jpg,300,300,153,71
Mask,154,86,16,21,2542_jpg.rf.8ef4f2711e171de1174b07694377ad8c.jpg,300,300,170,107
Mask,107,151,12,16,2542_jpg.rf.8ef4f2711e171de1174b07694377ad8c.jpg,300,300,119,167
Mask,246,74,10,12,2542_jpg.rf.8ef4f2711e171de1174b07694377ad8c.jpg,300,300,256,86
Mask,267,73,10,14,2542_jpg.rf.8ef4f2711e171de1174b07694377ad8c.jpg,300,300,277,87
None,226,53,53,159,2543_jpg.rf.9eee681c739a493a61dc4c37baddc841.jpg,300,300,279,212
None,229,2,70,89,2543_jpg.rf.9eee681c739a493a61dc4c37baddc841.jpg,300,300,299,91
Mask,135,110,54,88,2543_jpg.rf.9eee681c739a493a61dc4c37baddc841.jpg,300,300,189,198
None,21,39,61,172,2543_jpg.rf.9eee681c739a493a61dc4c37baddc841.jpg,300,300,82,211
None,0,0,28,161,2543_jpg.rf.9eee681c739a493a61dc4c37baddc841.jpg,300,300,28,161
Mask,291,97,9,18,2547_jpg.rf.837a10fa1e47fb659af20cd42b015681.jpg,300,300,300,115
Mask,258,99,13,13,2547_jpg.rf.837a10fa1e47fb659af20cd42b015681.jpg,300,300,271,112
Mask,217,101,12,13,2547_jpg.rf.837a10fa1e47fb659af20cd42b015681.jpg,300,300,229,114
Mask,184,90,11,12,2547_jpg.rf.837a10fa1e47fb659af20cd42b015681.jpg,300,300,195,102
Mask,139,100,13,17,2547_jpg.rf.837a10fa1e47fb659af20cd42b015681.jpg,300,300,152,117
Mask,99,109,13,15,2547_jpg.rf.837a10fa1e47fb659af20cd42b015681.jpg,300,300,112,124
Mask,77,112,11,11,2547_jpg.rf.837a10fa1e47fb659af20cd42b015681.jpg,300,300,88,123
Mask,41,97,10,14,2547_jpg.rf.837a10fa1e47fb659af20cd42b015681.jpg,300,300,51,111
Mask,126,132,8,14,2547_jpg.rf.837a10fa1e47fb659af20cd42b015681.jpg,300,300,134,146
None,119,13,81,206,2548_jpg.rf.a568c86ed2bc2389001f2f6eec43c04b.jpg,300,300,200,219
Mask,36,121,10,10,2553_jpg.rf.1f16b4913f58bbcbf9e9ff30811f4caa.jpg,300,300,46,131
Mask,52,110,8,12,2553_jpg.rf.1f16b4913f58bbcbf9e9ff30811f4caa.jpg,300,300,60,122
Mask,58,142,12,14,2553_jpg.rf.1f16b4913f58bbcbf9e9ff30811f4caa.jpg,300,300,70,156
Mask,77,115,8,14,2553_jpg.rf.1f16b4913f58bbcbf9e9ff30811f4caa.jpg,300,300,85,129
Mask,101,107,7,11,2553_jpg.rf.1f16b4913f58bbcbf9e9ff30811f4caa.jpg,300,300,108,118
Mask,126,121,5,11,2553_jpg.rf.1f16b4913f58bbcbf9e9ff30811f4caa.jpg,300,300,131,132
Mask,142,116,8,13,2553_jpg.rf.1f16b4913f58bbcbf9e9ff30811f4caa.jpg,300,300,150,129
None,110,92,11,21,2553_jpg.rf.1f16b4913f58bbcbf9e9ff30811f4caa.jpg,300,300,121,113
Mask,178,120,11,10,2553_jpg.rf.1f16b4913f58bbcbf9e9ff30811f4caa.jpg,300,300,189,130
Mask,274,108,11,10,2553_jpg.rf.1f16b4913f58bbcbf9e9ff30811f4caa.jpg,300,300,285,118
Mask,152,101,9,7,2553_jpg.rf.1f16b4913f58bbcbf9e9ff30811f4caa.jpg,300,300,161,108
None,242,121,46,117,2554_jpg.rf.268c505b8bc2f9e056d8640cad51f5e9.jpg,300,300,288,238
Mask,168,91,17,27,2554_jpg.rf.268c505b8bc2f9e056d8640cad51f5e9.jpg,300,300,185,118
Mask,89,101,20,26,2554_jpg.rf.268c505b8bc2f9e056d8640cad51f5e9.jpg,300,300,109,127
None,47,102,13,38,2554_jpg.rf.268c505b8bc2f9e056d8640cad51f5e9.jpg,300,300,60,140
None,3,102,13,29,2554_jpg.rf.268c505b8bc2f9e056d8640cad51f5e9.jpg,300,300,16,131
Mask,110,140,12,16,2565_jpg.rf.742cefe6a23b8131b3c3f84e302d06bd.jpg,300,300,122,156
Mask,211,148,12,11,2565_jpg.rf.742cefe6a23b8131b3c3f84e302d06bd.jpg,300,300,223,159
Mask,157,152,13,10,2565_jpg.rf.742cefe6a23b8131b3c3f84e302d06bd.jpg,300,300,170,162
Mask,132,129,15,9,2565_jpg.rf.742cefe6a23b8131b3c3f84e302d06bd.jpg,300,300,147,138
Mask,241,53,10,12,2565_jpg.rf.742cefe6a23b8131b3c3f84e302d06bd.jpg,300,300,251,65
Mask,36,132,25,28,2565_jpg.rf.742cefe6a23b8131b3c3f84e302d06bd.jpg,300,300,61,160
Mask,10,129,16,7,2565_jpg.rf.742cefe6a23b8131b3c3f84e302d06bd.jpg,300,300,26,136
Mask,51,57,10,15,2565_jpg.rf.742cefe6a23b8131b3c3f84e302d06bd.jpg,300,300,61,72
Mask,14,52,15,12,2565_jpg.rf.742cefe6a23b8131b3c3f84e302d06bd.jpg,300,300,29,64
Mask,0,69,11,13,2565_jpg.rf.742cefe6a23b8131b3c3f84e302d06bd.jpg,300,300,11,82
Mask,99,134,10,10,2565_jpg.rf.742cefe6a23b8131b3c3f84e302d06bd.jpg,300,300,109,144
Mask,87,127,13,12,2565_jpg.rf.742cefe6a23b8131b3c3f84e302d06bd.jpg,300,300,100,139
Mask,73,109,13,8,2565_jpg.rf.742cefe6a23b8131b3c3f84e302d06bd.jpg,300,300,86,117
Mask,66,15,5,6,2565_jpg.rf.742cefe6a23b8131b3c3f84e302d06bd.jpg,300,300,71,21
Mask,96,11,8,10,2565_jpg.rf.742cefe6a23b8131b3c3f84e302d06bd.jpg,300,300,104,21
Mask,114,7,5,6,2565_jpg.rf.742cefe6a23b8131b3c3f84e302d06bd.jpg,300,300,119,13
Mask,126,9,10,8,2565_jpg.rf.742cefe6a23b8131b3c3f84e302d06bd.jpg,300,300,136,17
Mask,148,23,8,7,2565_jpg.rf.742cefe6a23b8131b3c3f84e302d06bd.jpg,300,300,156,30
Mask,156,28,9,4,2565_jpg.rf.742cefe6a23b8131b3c3f84e302d06bd.jpg,300,300,165,32
Mask,181,25,11,10,2565_jpg.rf.742cefe6a23b8131b3c3f84e302d06bd.jpg,300,300,192,35
None,173,10,10,18,2565_jpg.rf.742cefe6a23b8131b3c3f84e302d06bd.jpg,300,300,183,28
Mask,196,130,13,12,2565_jpg.rf.742cefe6a23b8131b3c3f84e302d06bd.jpg,300,300,209,142
Mask,209,244,26,28,2565_jpg.rf.742cefe6a23b8131b3c3f84e302d06bd.jpg,300,300,235,272
Mask,135,254,46,46,2565_jpg.rf.742cefe6a23b8131b3c3f84e302d06bd.jpg,300,300,181,300
Mask,84,237,38,39,2565_jpg.rf.742cefe6a23b8131b3c3f84e302d06bd.jpg,300,300,122,276
Mask,58,261,16,21,2565_jpg.rf.742cefe6a23b8131b3c3f84e302d06bd.jpg,300,300,74,282
Mask,0,272,25,28,2565_jpg.rf.742cefe6a23b8131b3c3f84e302d06bd.jpg,300,300,25,300
Mask,14,213,11,16,2565_jpg.rf.742cefe6a23b8131b3c3f84e302d06bd.jpg,300,300,25,229
None,160,36,15,23,2565_jpg.rf.742cefe6a23b8131b3c3f84e302d06bd.jpg,300,300,175,59
Mask,12,8,7,5,2565_jpg.rf.742cefe6a23b8131b3c3f84e302d06bd.jpg,300,300,19,13
Mask,153,105,12,13,2566_jpg.rf.86cf46181cecfe3e2a0922c17bcd7b81.jpg,300,300,165,118
Mask,270,101,8,9,2566_jpg.rf.86cf46181cecfe3e2a0922c17bcd7b81.jpg,300,300,278,110
Mask,203,107,7,7,2566_jpg.rf.86cf46181cecfe3e2a0922c17bcd7b81.jpg,300,300,210,114
Mask,104,105,5,5,2566_jpg.rf.86cf46181cecfe3e2a0922c17bcd7b81.jpg,300,300,109,110
Mask,18,105,7,6,2566_jpg.rf.86cf46181cecfe3e2a0922c17bcd7b81.jpg,300,300,25,111
Mask,11,102,6,5,2566_jpg.rf.86cf46181cecfe3e2a0922c17bcd7b81.jpg,300,300,17,107
None,129,25,35,104,2568_jpg.rf.4359f167bc52682c4b001770b4dacfc7.jpg,300,300,164,129
Mask,95,119,109,108,2571_jpg.rf.b95c39e910f843f31a2f262d92118be2.jpg,300,300,204,227
None,237,53,63,218,2575_jpg.rf.32b1e1f8742700cac5d51aa973b387a7.jpg,300,300,300,271
Mask,144,72,29,27,2575_jpg.rf.32b1e1f8742700cac5d51aa973b387a7.jpg,300,300,173,99
Mask,0,102,53,77,2575_jpg.rf.32b1e1f8742700cac5d51aa973b387a7.jpg,300,300,53,179
Mask,163,66,17,24,2579_jpg.rf.b2fb300347bd81baa481ea4042031d47.jpg,300,300,180,90
Mask,191,107,45,54,2579_jpg.rf.b2fb300347bd81baa481ea4042031d47.jpg,300,300,236,161
Mask,111,74,17,30,2579_jpg.rf.b2fb300347bd81baa481ea4042031d47.jpg,300,300,128,104
None,43,2,36,71,2582_jpg.rf.6a0aeb0b664416d6cb2db8ee35387c2c.jpg,300,300,79,73
None,252,2,46,103,2582_jpg.rf.6a0aeb0b664416d6cb2db8ee35387c2c.jpg,300,300,298,105
Mask,10,8,27,38,2587_jpg.rf.1a6a6a21c6467876a043d23c8c9ec17e.jpg,300,300,37,46
Mask,57,10,13,12,2587_jpg.rf.1a6a6a21c6467876a043d23c8c9ec17e.jpg,300,300,70,22
None,163,41,52,102,2587_jpg.rf.1a6a6a21c6467876a043d23c8c9ec17e.jpg,300,300,215,143
None,9,80,47,87,2594_jpg.rf.93107033cbae3608127623888fa4b4ee.jpg,300,300,56,167
None,123,127,38,87,2594_jpg.rf.93107033cbae3608127623888fa4b4ee.jpg,300,300,161,214
Mask,199,80,20,25,2594_jpg.rf.93107033cbae3608127623888fa4b4ee.jpg,300,300,219,105
Mask,102,50,17,23,2594_jpg.rf.93107033cbae3608127623888fa4b4ee.jpg,300,300,119,73
Mask,134,30,19,15,2594_jpg.rf.93107033cbae3608127623888fa4b4ee.jpg,300,300,153,45
Mask,145,90,10,12,2595_jpg.rf.f4423d22af4a05f4a82c3aa4a72b9b55.jpg,300,300,155,102
None,199,66,13,28,2595_jpg.rf.f4423d22af4a05f4a82c3aa4a72b9b55.jpg,300,300,212,94
None,274,85,9,18,2595_jpg.rf.f4423d22af4a05f4a82c3aa4a72b9b55.jpg,300,300,283,103
None,219,45,19,29,2595_jpg.rf.f4423d22af4a05f4a82c3aa4a72b9b55.jpg,300,300,238,74
Mask,129,121,12,13,2596_jpg.rf.8f1c35c64d53a1d7fd1db84628d2598d.jpg,300,300,141,134
Mask,143,138,13,15,2596_jpg.rf.8f1c35c64d53a1d7fd1db84628d2598d.jpg,300,300,156,153
Mask,122,140,7,13,2596_jpg.rf.8f1c35c64d53a1d7fd1db84628d2598d.jpg,300,300,129,153
None,30,0,48,89,2601_jpg.rf.b165273ffcebcba5a4345cd718d41225.jpg,300,300,78,89
Mask,152,28,33,36,2601_jpg.rf.b165273ffcebcba5a4345cd718d41225.jpg,300,300,185,64
Mask,277,35,23,26,2601_jpg.rf.b165273ffcebcba5a4345cd718d41225.jpg,300,300,300,61
None,130,24,64,133,2602_jpg.rf.3c2b8a1bf78922c071cab0538d474b91.jpg,300,300,194,157
None,117,8,49,140,2603_jpg.rf.3922f754ce8cddd7b673b622b2d24ac3.jpg,300,300,166,148
Mask,202,40,21,21,2606_jpg.rf.3b1b7ce9f546ebf2fbf261d02998840c.jpg,300,300,223,61
Mask,143,64,13,20,2606_jpg.rf.3b1b7ce9f546ebf2fbf261d02998840c.jpg,300,300,156,84
Mask,121,59,19,27,2606_jpg.rf.3b1b7ce9f546ebf2fbf261d02998840c.jpg,300,300,140,86
Mask,92,97,14,15,2606_jpg.rf.3b1b7ce9f546ebf2fbf261d02998840c.jpg,300,300,106,112
None,47,93,16,31,2606_jpg.rf.3b1b7ce9f546ebf2fbf261d02998840c.jpg,300,300,63,124
Mask,279,38,9,11,2609_jpg.rf.482c31e8443f2d001d745e574c18f68c.jpg,300,300,288,49
Mask,245,71,12,9,2609_jpg.rf.482c31e8443f2d001d745e574c18f68c.jpg,300,300,257,80
Mask,183,66,12,14,2609_jpg.rf.482c31e8443f2d001d745e574c18f68c.jpg,300,300,195,80
Mask,147,59,8,13,2609_jpg.rf.482c31e8443f2d001d745e574c18f68c.jpg,300,300,155,72
Mask,117,61,12,11,2609_jpg.rf.482c31e8443f2d001d745e574c18f68c.jpg,300,300,129,72
Mask,57,97,10,14,2609_jpg.rf.482c31e8443f2d001d745e574c18f68c.jpg,300,300,67,111
Mask,111,112,7,12,2609_jpg.rf.482c31e8443f2d001d745e574c18f68c.jpg,300,300,118,124
Mask,133,118,11,9,2609_jpg.rf.482c31e8443f2d001d745e574c18f68c.jpg,300,300,144,127
Mask,157,133,12,7,2609_jpg.rf.482c31e8443f2d001d745e574c18f68c.jpg,300,300,169,140
Mask,175,134,10,14,2609_jpg.rf.482c31e8443f2d001d745e574c18f68c.jpg,300,300,185,148
Mask,60,38,12,27,2610_jpg.rf.e66cb6156565e4b44cd21deb7660a39a.jpg,300,300,72,65
Mask,71,48,10,28,2610_jpg.rf.e66cb6156565e4b44cd21deb7660a39a.jpg,300,300,81,76
None,150,32,18,59,2610_jpg.rf.e66cb6156565e4b44cd21deb7660a39a.jpg,300,300,168,91
None,199,31,21,84,2610_jpg.rf.e66cb6156565e4b44cd21deb7660a39a.jpg,300,300,220,115
Mask,30,70,14,15,2611_jpg.rf.c2d4b2f343af5c0141940d405ee545e5.jpg,300,300,44,85
Mask,64,88,13,13,2611_jpg.rf.c2d4b2f343af5c0141940d405ee545e5.jpg,300,300,77,101
Mask,95,86,14,14,2611_jpg.rf.c2d4b2f343af5c0141940d405ee545e5.jpg,300,300,109,100
Mask,125,73,15,14,2611_jpg.rf.c2d4b2f343af5c0141940d405ee545e5.jpg,300,300,140,87
Mask,183,71,12,15,2611_jpg.rf.c2d4b2f343af5c0141940d405ee545e5.jpg,300,300,195,86
Mask,214,84,12,12,2611_jpg.rf.c2d4b2f343af5c0141940d405ee545e5.jpg,300,300,226,96
Mask,245,81,14,13,2611_jpg.rf.c2d4b2f343af5c0141940d405ee545e5.jpg,300,300,259,94
Mask,286,65,14,16,2611_jpg.rf.c2d4b2f343af5c0141940d405ee545e5.jpg,300,300,300,81
None,51,100,64,113,2612_jpg.rf.0ee9f7e063c367d9af60c0c3117d4d2e.jpg,300,300,115,213
None,219,61,25,50,2612_jpg.rf.0ee9f7e063c367d9af60c0c3117d4d2e.jpg,300,300,244,111
Mask,279,52,16,14,2612_jpg.rf.0ee9f7e063c367d9af60c0c3117d4d2e.jpg,300,300,295,66
Mask,251,82,20,31,2612_jpg.rf.0ee9f7e063c367d9af60c0c3117d4d2e.jpg,300,300,271,113
Mask,157,55,30,32,2612_jpg.rf.0ee9f7e063c367d9af60c0c3117d4d2e.jpg,300,300,187,87
Mask,144,110,30,53,2612_jpg.rf.0ee9f7e063c367d9af60c0c3117d4d2e.jpg,300,300,174,163
Mask,92,55,15,26,2612_jpg.rf.0ee9f7e063c367d9af60c0c3117d4d2e.jpg,300,300,107,81
Mask,162,106,26,31,2615_jpg.rf.a090fed0ddb95f1e0f1375eb13c924e9.jpg,300,300,188,137
Mask,82,82,34,52,2615_jpg.rf.a090fed0ddb95f1e0f1375eb13c924e9.jpg,300,300,116,134
Mask,196,71,17,43,2615_jpg.rf.a090fed0ddb95f1e0f1375eb13c924e9.jpg,300,300,213,114
Mask,214,78,20,36,2615_jpg.rf.a090fed0ddb95f1e0f1375eb13c924e9.jpg,300,300,234,114
None,142,49,21,71,2615_jpg.rf.a090fed0ddb95f1e0f1375eb13c924e9.jpg,300,300,163,120
None,257,95,23,41,2615_jpg.rf.a090fed0ddb95f1e0f1375eb13c924e9.jpg,300,300,280,136
None,233,80,20,37,2615_jpg.rf.a090fed0ddb95f1e0f1375eb13c924e9.jpg,300,300,253,117
